,0,1,2,3,4,5,6,7,8
58,broth,celery,carrots,,,,,,
59,broth,carrots,lemon,,,,,,
60,broth,pasta,carrots,,,,,,
61,broth,thyme,carrots,,,,,,
62,broth,celery,lemon,,,,,,
63,broth,celery,pasta,,,,,,
64,broth,celery,thyme,,,,,,
65,broth,pasta,lemon,,,,,,
66,broth,thyme,lemon,,,,,,
67,broth,thyme,pasta,,,,,,
68,carrots,celery,lemon,,,,,,
69,carrots,celery,pasta,,,,,,
70,carrots,celery,thyme,,,,,,
71,carrots,pasta,lemon,,,,,,
72,carrots,thyme,lemon,,,,,,
73,carrots,thyme,pasta,,,,,,
74,celery,pasta,lemon,,,,,,
75,celery,thyme,lemon,,,,,,
76,celery,pasta,thyme,,,,,,
77,cinnamon,garlic,eggplant,,,,,,
78,cinnamon,mediterranean cheese,eggplant,,,,,,
79,cinnamon,eggplant,nutmeg,,,,,,
80,cinnamon,eggplant,onion,,,,,,
81,cinnamon,tomato,eggplant,,,,,,
82,cinnamon,eggplant,tomato sauce,,,,,,
83,cinnamon,garlic,nutmeg,,,,,,
84,cinnamon,garlic,onion,,,,,,
85,cinnamon,garlic,tomato,,,,,,
86,cinnamon,garlic,tomato sauce,,,,,,
87,cinnamon,mediterranean cheese,nutmeg,,,,,,
88,cinnamon,tomato,mediterranean cheese,,,,,,
89,cinnamon,mediterranean cheese,tomato sauce,,,,,,
90,cinnamon,onion,nutmeg,,,,,,
91,cinnamon,tomato,nutmeg,,,,,,
92,cinnamon,tomato sauce,nutmeg,,,,,,
93,cinnamon,tomato,onion,,,,,,
94,cinnamon,tomato sauce,onion,,,,,,
95,cinnamon,tomato,tomato sauce,,,,,,
96,cucumber,garlic,dill,,,,,,
97,cucumber,dill,lemon,,,,,,
98,cucumber,parsley,dill,,,,,,
99,cucumber,yogurt,dill,,,,,,
100,cucumber,garlic,parsley,,,,,,
101,cucumber,parsley,lemon,,,,,,
102,cucumber,mediterranean cheese,olives,,,,,,
103,cucumber,mediterranean cheese,rice,,,,,,
104,cucumber,tomato,mediterranean cheese,,,,,,
105,cucumber,onion,olives,,,,,,
106,cucumber,rice,olives,,,,,,
107,cucumber,tomato,olives,,,,,,
108,cucumber,rice,onion,,,,,,
109,cucumber,tomato,onion,,,,,,
110,cucumber,parsley,yogurt,,,,,,
111,cucumber,tomato,rice,,,,,,
112,garlic,parsley,dill,,,,,,
113,parsley,dill,lemon,,,,,,
114,yogurt,parsley,dill,,,,,,
115,garlic,eggplant,nutmeg,,,,,,
116,garlic,tomato,eggplant,,,,,,
117,garlic,eggplant,tomato sauce,,,,,,
118,mediterranean cheese,eggplant,nutmeg,,,,,,
119,tomato,mediterranean cheese,eggplant,,,,,,
120,mediterranean cheese,eggplant,tomato sauce,,,,,,
121,onion,eggplant,nutmeg,,,,,,
122,tomato,eggplant,nutmeg,,,,,,
123,tomato sauce,eggplant,nutmeg,,,,,,
124,tomato,eggplant,onion,,,,,,
125,tomato sauce,eggplant,onion,,,,,,
126,tomato,eggplant,tomato sauce,,,,,,
127,garlic,parsley,lemon,,,,,,
128,onion,garlic,nutmeg,,,,,,
129,garlic,tomato,nutmeg,,,,,,
130,garlic,tomato sauce,nutmeg,,,,,,
131,garlic,tomato,onion,,,,,,
132,garlic,tomato sauce,onion,,,,,,
133,garlic,parsley,yogurt,,,,,,
134,garlic,tomato,tomato sauce,,,,,,
135,parsley,yogurt,lemon,,,,,,
136,thyme,pasta,lemon,,,,,,
137,tomato,mediterranean cheese,nutmeg,,,,,,
138,tomato sauce,mediterranean cheese,nutmeg,,,,,,
139,mediterranean cheese,rice,olives,,,,,,
140,tomato,mediterranean cheese,olives,,,,,,
141,tomato,mediterranean cheese,rice,,,,,,
142,tomato,mediterranean cheese,tomato sauce,,,,,,
143,onion,tomato,nutmeg,,,,,,
144,onion,tomato sauce,nutmeg,,,,,,
145,tomato sauce,tomato,nutmeg,,,,,,
146,rice,onion,olives,,,,,,
147,tomato,onion,olives,,,,,,
148,tomato,rice,olives,,,,,,
149,tomato,rice,onion,,,,,,
150,tomato sauce,tomato,onion,,,,,,
151,cinnamon,garlic,allspice,eggplant,,,,,
152,cinnamon,mediterranean cheese,allspice,eggplant,,,,,
153,cinnamon,allspice,eggplant,nutmeg,,,,,
154,cinnamon,allspice,eggplant,onion,,,,,
155,cinnamon,tomato,allspice,eggplant,,,,,
156,cinnamon,allspice,eggplant,tomato sauce,,,,,
157,cinnamon,garlic,mediterranean cheese,allspice,,,,,
158,cinnamon,garlic,allspice,nutmeg,,,,,
159,cinnamon,garlic,allspice,onion,,,,,
160,cinnamon,garlic,tomato,allspice,,,,,
161,cinnamon,garlic,allspice,tomato sauce,,,,,
162,cinnamon,mediterranean cheese,allspice,nutmeg,,,,,
163,cinnamon,mediterranean cheese,allspice,onion,,,,,
164,cinnamon,mediterranean cheese,allspice,tomato,,,,,
165,cinnamon,mediterranean cheese,allspice,tomato sauce,,,,,
166,cinnamon,onion,allspice,nutmeg,,,,,
167,cinnamon,tomato,allspice,nutmeg,,,,,
168,cinnamon,tomato sauce,allspice,nutmeg,,,,,
169,cinnamon,tomato,allspice,onion,,,,,
170,cinnamon,tomato sauce,allspice,onion,,,,,
171,cinnamon,tomato,allspice,tomato sauce,,,,,
172,garlic,mediterranean cheese,allspice,eggplant,,,,,
173,garlic,allspice,eggplant,nutmeg,,,,,
174,garlic,allspice,eggplant,onion,,,,,
175,garlic,tomato,allspice,eggplant,,,,,
176,garlic,allspice,eggplant,tomato sauce,,,,,
177,mediterranean cheese,allspice,eggplant,nutmeg,,,,,
178,mediterranean cheese,allspice,eggplant,onion,,,,,
179,mediterranean cheese,allspice,eggplant,tomato,,,,,
180,mediterranean cheese,allspice,eggplant,tomato sauce,,,,,
181,onion,allspice,eggplant,nutmeg,,,,,
182,tomato,allspice,eggplant,nutmeg,,,,,
183,tomato sauce,allspice,eggplant,nutmeg,,,,,
184,tomato,allspice,eggplant,onion,,,,,
185,tomato sauce,allspice,eggplant,onion,,,,,
186,tomato,allspice,eggplant,tomato sauce,,,,,
187,garlic,mediterranean cheese,allspice,nutmeg,,,,,
188,garlic,mediterranean cheese,allspice,onion,,,,,
189,garlic,mediterranean cheese,allspice,tomato,,,,,
190,garlic,mediterranean cheese,allspice,tomato sauce,,,,,
191,onion,garlic,allspice,nutmeg,,,,,
192,garlic,tomato,allspice,nutmeg,,,,,
193,garlic,tomato sauce,allspice,nutmeg,,,,,
194,garlic,tomato,allspice,onion,,,,,
195,garlic,tomato sauce,allspice,onion,,,,,
196,garlic,tomato,allspice,tomato sauce,,,,,
197,onion,mediterranean cheese,allspice,nutmeg,,,,,
198,tomato,mediterranean cheese,allspice,nutmeg,,,,,
199,tomato sauce,mediterranean cheese,allspice,nutmeg,,,,,
200,tomato,mediterranean cheese,allspice,onion,,,,,
201,tomato sauce,mediterranean cheese,allspice,onion,,,,,
202,tomato sauce,mediterranean cheese,allspice,tomato,,,,,
203,onion,tomato,allspice,nutmeg,,,,,
204,onion,tomato sauce,allspice,nutmeg,,,,,
205,tomato sauce,tomato,allspice,nutmeg,,,,,
206,tomato sauce,tomato,allspice,onion,,,,,
207,garlic,mediterranean cheese,bell pepper,lemon,,,,,
208,garlic,bell pepper,yogurt,lemon,,,,,
209,garlic,mediterranean cheese,bell pepper,yogurt,,,,,
210,mediterranean cheese,bell pepper,yogurt,lemon,,,,,
211,broth,celery,carrots,lemon,,,,,
212,broth,celery,pasta,carrots,,,,,
213,broth,celery,carrots,thyme,,,,,
214,broth,pasta,carrots,lemon,,,,,
215,broth,thyme,carrots,lemon,,,,,
216,broth,thyme,pasta,carrots,,,,,
217,broth,celery,pasta,lemon,,,,,
218,broth,celery,thyme,lemon,,,,,
219,broth,celery,pasta,thyme,,,,,
220,broth,thyme,pasta,lemon,,,,,
221,carrots,celery,pasta,lemon,,,,,
222,carrots,celery,thyme,lemon,,,,,
223,carrots,celery,pasta,thyme,,,,,
224,carrots,thyme,pasta,lemon,,,,,
225,celery,pasta,thyme,lemon,,,,,
226,cinnamon,garlic,mediterranean cheese,eggplant,,,,,
227,cinnamon,garlic,eggplant,nutmeg,,,,,
228,cinnamon,garlic,eggplant,onion,,,,,
229,cinnamon,garlic,tomato,eggplant,,,,,
230,cinnamon,garlic,eggplant,tomato sauce,,,,,
231,cinnamon,mediterranean cheese,eggplant,nutmeg,,,,,
232,cinnamon,mediterranean cheese,eggplant,onion,,,,,
233,cinnamon,tomato,mediterranean cheese,eggplant,,,,,
234,cinnamon,mediterranean cheese,eggplant,tomato sauce,,,,,
235,cinnamon,onion,eggplant,nutmeg,,,,,
236,cinnamon,tomato,eggplant,nutmeg,,,,,
237,cinnamon,tomato sauce,eggplant,nutmeg,,,,,
238,cinnamon,tomato,eggplant,onion,,,,,
239,cinnamon,tomato sauce,eggplant,onion,,,,,
240,cinnamon,tomato,eggplant,tomato sauce,,,,,
241,cinnamon,garlic,mediterranean cheese,nutmeg,,,,,
242,cinnamon,garlic,mediterranean cheese,onion,,,,,
243,cinnamon,garlic,tomato,mediterranean cheese,,,,,
244,cinnamon,garlic,mediterranean cheese,tomato sauce,,,,,
245,cinnamon,onion,garlic,nutmeg,,,,,
246,cinnamon,garlic,tomato,nutmeg,,,,,
247,cinnamon,garlic,tomato sauce,nutmeg,,,,,
248,cinnamon,garlic,tomato,onion,,,,,
249,cinnamon,garlic,tomato sauce,onion,,,,,
250,cinnamon,garlic,tomato,tomato sauce,,,,,
251,cinnamon,onion,mediterranean cheese,nutmeg,,,,,
252,cinnamon,tomato,mediterranean cheese,nutmeg,,,,,
253,cinnamon,tomato sauce,mediterranean cheese,nutmeg,,,,,
254,cinnamon,tomato,mediterranean cheese,onion,,,,,
255,cinnamon,tomato sauce,mediterranean cheese,onion,,,,,
256,cinnamon,tomato,mediterranean cheese,tomato sauce,,,,,
257,cinnamon,onion,tomato,nutmeg,,,,,
258,cinnamon,onion,tomato sauce,nutmeg,,,,,
259,cinnamon,tomato sauce,tomato,nutmeg,,,,,
260,cinnamon,tomato sauce,tomato,onion,,,,,
261,cucumber,garlic,dill,lemon,,,,,
262,cucumber,garlic,parsley,dill,,,,,
263,yogurt,cucumber,garlic,dill,,,,,
264,cucumber,parsley,dill,lemon,,,,,
265,cucumber,yogurt,dill,lemon,,,,,
266,cucumber,yogurt,parsley,dill,,,,,
267,cucumber,garlic,parsley,lemon,,,,,
268,cucumber,garlic,yogurt,lemon,,,,,
269,cucumber,garlic,parsley,yogurt,,,,,
270,cucumber,parsley,yogurt,lemon,,,,,
271,cucumber,mediterranean cheese,onion,olives,,,,,
272,cucumber,mediterranean cheese,rice,olives,,,,,
273,cucumber,tomato,mediterranean cheese,olives,,,,,
274,cucumber,mediterranean cheese,rice,onion,,,,,
275,cucumber,tomato,mediterranean cheese,onion,,,,,
276,cucumber,tomato,mediterranean cheese,rice,,,,,
277,cucumber,rice,onion,olives,,,,,
278,cucumber,tomato,onion,olives,,,,,
279,cucumber,tomato,rice,olives,,,,,
280,cucumber,tomato,rice,onion,,,,,
281,garlic,parsley,dill,lemon,,,,,
282,yogurt,garlic,dill,lemon,,,,,
283,yogurt,garlic,parsley,dill,,,,,
284,yogurt,parsley,dill,lemon,,,,,
285,garlic,mediterranean cheese,eggplant,nutmeg,,,,,
286,garlic,mediterranean cheese,eggplant,onion,,,,,
287,garlic,tomato,mediterranean cheese,eggplant,,,,,
288,garlic,mediterranean cheese,eggplant,tomato sauce,,,,,
289,onion,garlic,eggplant,nutmeg,,,,,
290,garlic,tomato,eggplant,nutmeg,,,,,
291,garlic,tomato sauce,eggplant,nutmeg,,,,,
292,garlic,tomato,eggplant,onion,,,,,
293,garlic,tomato sauce,eggplant,onion,,,,,
294,garlic,tomato,eggplant,tomato sauce,,,,,
295,onion,mediterranean cheese,eggplant,nutmeg,,,,,
296,tomato,mediterranean cheese,eggplant,nutmeg,,,,,
297,tomato sauce,mediterranean cheese,eggplant,nutmeg,,,,,
298,tomato,mediterranean cheese,eggplant,onion,,,,,
299,tomato sauce,mediterranean cheese,eggplant,onion,,,,,
300,tomato,mediterranean cheese,eggplant,tomato sauce,,,,,
301,onion,tomato,eggplant,nutmeg,,,,,
302,onion,tomato sauce,eggplant,nutmeg,,,,,
303,tomato sauce,tomato,eggplant,nutmeg,,,,,
304,tomato sauce,tomato,eggplant,onion,,,,,
305,garlic,mediterranean cheese,yogurt,lemon,,,,,
306,garlic,parsley,yogurt,lemon,,,,,
307,onion,garlic,mediterranean cheese,nutmeg,,,,,
308,garlic,tomato,mediterranean cheese,nutmeg,,,,,
309,garlic,tomato sauce,mediterranean cheese,nutmeg,,,,,
310,garlic,tomato,mediterranean cheese,onion,,,,,
311,garlic,tomato sauce,mediterranean cheese,onion,,,,,
312,garlic,tomato,mediterranean cheese,tomato sauce,,,,,
313,onion,garlic,tomato,nutmeg,,,,,
314,onion,garlic,tomato sauce,nutmeg,,,,,
315,tomato sauce,garlic,tomato,nutmeg,,,,,
316,tomato sauce,garlic,tomato,onion,,,,,
317,onion,tomato,mediterranean cheese,nutmeg,,,,,
318,onion,tomato sauce,mediterranean cheese,nutmeg,,,,,
319,tomato sauce,tomato,mediterranean cheese,nutmeg,,,,,
320,mediterranean cheese,rice,onion,olives,,,,,
321,tomato,mediterranean cheese,onion,olives,,,,,
322,tomato,mediterranean cheese,rice,olives,,,,,
323,tomato,mediterranean cheese,rice,onion,,,,,
324,tomato sauce,tomato,mediterranean cheese,onion,,,,,
325,tomato sauce,onion,tomato,nutmeg,,,,,
326,tomato,rice,onion,olives,,,,,
327,cinnamon,allspice,eggplant,mediterranean cheese,garlic,,,,
328,cinnamon,nutmeg,allspice,eggplant,garlic,,,,
329,cinnamon,onion,allspice,eggplant,garlic,,,,
330,cinnamon,allspice,eggplant,garlic,tomato,,,,
331,cinnamon,allspice,eggplant,garlic,tomato sauce,,,,
332,cinnamon,nutmeg,allspice,eggplant,mediterranean cheese,,,,
333,cinnamon,onion,allspice,eggplant,mediterranean cheese,,,,
334,cinnamon,allspice,eggplant,mediterranean cheese,tomato,,,,
335,cinnamon,allspice,eggplant,mediterranean cheese,tomato sauce,,,,
336,cinnamon,onion,nutmeg,allspice,eggplant,,,,
337,cinnamon,nutmeg,allspice,eggplant,tomato,,,,
338,cinnamon,nutmeg,allspice,eggplant,tomato sauce,,,,
339,cinnamon,onion,allspice,eggplant,tomato,,,,
340,cinnamon,onion,allspice,eggplant,tomato sauce,,,,
341,cinnamon,allspice,eggplant,tomato,tomato sauce,,,,
342,cinnamon,nutmeg,allspice,mediterranean cheese,garlic,,,,
343,cinnamon,onion,allspice,mediterranean cheese,garlic,,,,
344,cinnamon,allspice,mediterranean cheese,garlic,tomato,,,,
345,cinnamon,allspice,mediterranean cheese,garlic,tomato sauce,,,,
346,cinnamon,onion,nutmeg,allspice,garlic,,,,
347,cinnamon,nutmeg,allspice,garlic,tomato,,,,
348,cinnamon,nutmeg,allspice,garlic,tomato sauce,,,,
349,cinnamon,onion,allspice,garlic,tomato,,,,
350,cinnamon,onion,allspice,garlic,tomato sauce,,,,
351,cinnamon,allspice,garlic,tomato,tomato sauce,,,,
352,cinnamon,onion,nutmeg,allspice,mediterranean cheese,,,,
353,cinnamon,nutmeg,allspice,mediterranean cheese,tomato,,,,
354,cinnamon,nutmeg,allspice,mediterranean cheese,tomato sauce,,,,
355,cinnamon,onion,allspice,mediterranean cheese,tomato,,,,
356,cinnamon,onion,allspice,mediterranean cheese,tomato sauce,,,,
357,cinnamon,allspice,mediterranean cheese,tomato,tomato sauce,,,,
358,cinnamon,onion,nutmeg,allspice,tomato,,,,
359,cinnamon,onion,nutmeg,allspice,tomato sauce,,,,
360,cinnamon,nutmeg,allspice,tomato,tomato sauce,,,,
361,cinnamon,onion,allspice,tomato,tomato sauce,,,,
362,nutmeg,allspice,eggplant,mediterranean cheese,garlic,,,,
363,onion,allspice,eggplant,mediterranean cheese,garlic,,,,
364,allspice,eggplant,mediterranean cheese,garlic,tomato,,,,
365,allspice,eggplant,mediterranean cheese,garlic,tomato sauce,,,,
366,onion,nutmeg,allspice,eggplant,garlic,,,,
367,nutmeg,allspice,eggplant,garlic,tomato,,,,
368,nutmeg,allspice,eggplant,garlic,tomato sauce,,,,
369,onion,allspice,eggplant,garlic,tomato,,,,
370,onion,allspice,eggplant,garlic,tomato sauce,,,,
371,allspice,eggplant,garlic,tomato,tomato sauce,,,,
372,onion,nutmeg,allspice,eggplant,mediterranean cheese,,,,
373,nutmeg,allspice,eggplant,mediterranean cheese,tomato,,,,
374,nutmeg,allspice,eggplant,mediterranean cheese,tomato sauce,,,,
375,onion,allspice,eggplant,mediterranean cheese,tomato,,,,
376,onion,allspice,eggplant,mediterranean cheese,tomato sauce,,,,
377,allspice,eggplant,mediterranean cheese,tomato,tomato sauce,,,,
378,onion,nutmeg,allspice,eggplant,tomato,,,,
379,onion,nutmeg,allspice,eggplant,tomato sauce,,,,
380,nutmeg,allspice,eggplant,tomato,tomato sauce,,,,
381,onion,allspice,eggplant,tomato,tomato sauce,,,,
382,onion,nutmeg,allspice,mediterranean cheese,garlic,,,,
383,nutmeg,allspice,mediterranean cheese,garlic,tomato,,,,
384,nutmeg,allspice,mediterranean cheese,garlic,tomato sauce,,,,
385,onion,allspice,mediterranean cheese,garlic,tomato,,,,
386,onion,allspice,mediterranean cheese,garlic,tomato sauce,,,,
387,allspice,mediterranean cheese,garlic,tomato,tomato sauce,,,,
388,onion,nutmeg,allspice,garlic,tomato,,,,
389,onion,nutmeg,allspice,garlic,tomato sauce,,,,
390,nutmeg,allspice,garlic,tomato,tomato sauce,,,,
391,onion,allspice,garlic,tomato,tomato sauce,,,,
392,onion,nutmeg,allspice,mediterranean cheese,tomato,,,,
393,onion,nutmeg,allspice,mediterranean cheese,tomato sauce,,,,
394,nutmeg,allspice,mediterranean cheese,tomato,tomato sauce,,,,
395,onion,allspice,mediterranean cheese,tomato,tomato sauce,,,,
396,onion,nutmeg,allspice,tomato,tomato sauce,,,,
397,lemon,bell pepper,mediterranean cheese,garlic,yogurt,,,,
398,broth,lemon,carrots,celery,pasta,,,,
399,broth,lemon,carrots,celery,thyme,,,,
400,broth,carrots,celery,pasta,thyme,,,,
401,broth,lemon,carrots,thyme,pasta,,,,
402,broth,lemon,celery,pasta,thyme,,,,
403,lemon,carrots,celery,pasta,thyme,,,,
404,cinnamon,nutmeg,eggplant,mediterranean cheese,garlic,,,,
405,cinnamon,onion,eggplant,mediterranean cheese,garlic,,,,
406,cinnamon,eggplant,mediterranean cheese,garlic,tomato,,,,
407,cinnamon,eggplant,mediterranean cheese,garlic,tomato sauce,,,,
408,cinnamon,onion,nutmeg,eggplant,garlic,,,,
409,cinnamon,nutmeg,eggplant,garlic,tomato,,,,
410,cinnamon,nutmeg,eggplant,garlic,tomato sauce,,,,
411,cinnamon,onion,eggplant,garlic,tomato,,,,
412,cinnamon,onion,eggplant,garlic,tomato sauce,,,,
413,cinnamon,eggplant,garlic,tomato,tomato sauce,,,,
414,cinnamon,onion,nutmeg,eggplant,mediterranean cheese,,,,
415,cinnamon,nutmeg,eggplant,mediterranean cheese,tomato,,,,
416,cinnamon,nutmeg,eggplant,mediterranean cheese,tomato sauce,,,,
417,cinnamon,onion,eggplant,mediterranean cheese,tomato,,,,
418,cinnamon,onion,eggplant,mediterranean cheese,tomato sauce,,,,
419,cinnamon,eggplant,mediterranean cheese,tomato,tomato sauce,,,,
420,cinnamon,onion,nutmeg,eggplant,tomato,,,,
421,cinnamon,onion,nutmeg,eggplant,tomato sauce,,,,
422,cinnamon,nutmeg,eggplant,tomato,tomato sauce,,,,
423,cinnamon,onion,eggplant,tomato,tomato sauce,,,,
424,cinnamon,onion,nutmeg,mediterranean cheese,garlic,,,,
425,cinnamon,nutmeg,mediterranean cheese,garlic,tomato,,,,
426,cinnamon,nutmeg,mediterranean cheese,garlic,tomato sauce,,,,
427,cinnamon,onion,mediterranean cheese,garlic,tomato,,,,
428,cinnamon,onion,mediterranean cheese,garlic,tomato sauce,,,,
429,cinnamon,mediterranean cheese,garlic,tomato,tomato sauce,,,,
430,cinnamon,onion,nutmeg,garlic,tomato,,,,
431,cinnamon,onion,nutmeg,garlic,tomato sauce,,,,
432,cinnamon,nutmeg,garlic,tomato,tomato sauce,,,,
433,cinnamon,onion,garlic,tomato,tomato sauce,,,,
434,cinnamon,onion,nutmeg,mediterranean cheese,tomato,,,,
435,cinnamon,onion,nutmeg,mediterranean cheese,tomato sauce,,,,
436,cinnamon,nutmeg,mediterranean cheese,tomato,tomato sauce,,,,
437,cinnamon,onion,mediterranean cheese,tomato,tomato sauce,,,,
438,cinnamon,onion,nutmeg,tomato,tomato sauce,,,,
439,parsley,lemon,cucumber,garlic,dill,,,,
440,lemon,dill,cucumber,garlic,yogurt,,,,
441,parsley,dill,cucumber,garlic,yogurt,,,,
442,parsley,lemon,dill,cucumber,yogurt,,,,
443,parsley,lemon,cucumber,garlic,yogurt,,,,
444,onion,cucumber,mediterranean cheese,rice,olives,,,,
445,onion,cucumber,mediterranean cheese,tomato,olives,,,,
446,cucumber,mediterranean cheese,rice,tomato,olives,,,,
447,onion,cucumber,mediterranean cheese,rice,tomato,,,,
448,onion,cucumber,rice,tomato,olives,,,,
449,parsley,lemon,dill,garlic,yogurt,,,,
450,onion,nutmeg,eggplant,mediterranean cheese,garlic,,,,
451,nutmeg,eggplant,mediterranean cheese,garlic,tomato,,,,
452,nutmeg,eggplant,mediterranean cheese,garlic,tomato sauce,,,,
453,onion,eggplant,mediterranean cheese,garlic,tomato,,,,
454,onion,eggplant,mediterranean cheese,garlic,tomato sauce,,,,
455,eggplant,mediterranean cheese,garlic,tomato,tomato sauce,,,,
456,onion,nutmeg,eggplant,garlic,tomato,,,,
457,onion,nutmeg,eggplant,garlic,tomato sauce,,,,
458,nutmeg,eggplant,garlic,tomato,tomato sauce,,,,
459,onion,eggplant,garlic,tomato,tomato sauce,,,,
460,onion,nutmeg,eggplant,mediterranean cheese,tomato,,,,
461,onion,nutmeg,eggplant,mediterranean cheese,tomato sauce,,,,
462,nutmeg,eggplant,mediterranean cheese,tomato,tomato sauce,,,,
463,onion,eggplant,mediterranean cheese,tomato,tomato sauce,,,,
464,onion,nutmeg,eggplant,tomato,tomato sauce,,,,
465,onion,nutmeg,mediterranean cheese,garlic,tomato,,,,
466,onion,nutmeg,mediterranean cheese,garlic,tomato sauce,,,,
467,nutmeg,mediterranean cheese,garlic,tomato,tomato sauce,,,,
468,onion,mediterranean cheese,garlic,tomato,tomato sauce,,,,
469,onion,nutmeg,garlic,tomato,tomato sauce,,,,
470,onion,nutmeg,mediterranean cheese,tomato,tomato sauce,,,,
471,onion,mediterranean cheese,rice,tomato,olives,,,,
472,cinnamon,nutmeg,allspice,eggplant,mediterranean cheese,garlic,,,
473,cinnamon,onion,allspice,eggplant,mediterranean cheese,garlic,,,
474,cinnamon,allspice,eggplant,mediterranean cheese,garlic,tomato,,,
475,cinnamon,allspice,eggplant,mediterranean cheese,garlic,tomato sauce,,,
476,cinnamon,nutmeg,onion,allspice,eggplant,garlic,,,
477,cinnamon,nutmeg,allspice,eggplant,garlic,tomato,,,
478,cinnamon,nutmeg,allspice,eggplant,garlic,tomato sauce,,,
479,cinnamon,onion,allspice,eggplant,garlic,tomato,,,
480,cinnamon,onion,allspice,eggplant,garlic,tomato sauce,,,
481,cinnamon,allspice,eggplant,garlic,tomato,tomato sauce,,,
482,cinnamon,nutmeg,onion,allspice,eggplant,mediterranean cheese,,,
483,cinnamon,nutmeg,allspice,eggplant,mediterranean cheese,tomato,,,
484,cinnamon,nutmeg,allspice,eggplant,mediterranean cheese,tomato sauce,,,
485,cinnamon,onion,allspice,eggplant,mediterranean cheese,tomato,,,
486,cinnamon,onion,allspice,eggplant,mediterranean cheese,tomato sauce,,,
487,cinnamon,allspice,eggplant,mediterranean cheese,tomato,tomato sauce,,,
488,cinnamon,onion,nutmeg,allspice,eggplant,tomato,,,
489,cinnamon,onion,nutmeg,allspice,eggplant,tomato sauce,,,
490,cinnamon,nutmeg,allspice,eggplant,tomato,tomato sauce,,,
491,cinnamon,onion,allspice,eggplant,tomato,tomato sauce,,,
492,cinnamon,nutmeg,onion,allspice,mediterranean cheese,garlic,,,
493,cinnamon,nutmeg,allspice,mediterranean cheese,garlic,tomato,,,
494,cinnamon,nutmeg,allspice,mediterranean cheese,garlic,tomato sauce,,,
495,cinnamon,onion,allspice,mediterranean cheese,garlic,tomato,,,
496,cinnamon,onion,allspice,mediterranean cheese,garlic,tomato sauce,,,
497,cinnamon,allspice,mediterranean cheese,garlic,tomato,tomato sauce,,,
498,cinnamon,onion,nutmeg,allspice,garlic,tomato,,,
499,cinnamon,onion,nutmeg,allspice,garlic,tomato sauce,,,
500,cinnamon,nutmeg,allspice,garlic,tomato,tomato sauce,,,
501,cinnamon,onion,allspice,garlic,tomato,tomato sauce,,,
502,cinnamon,onion,nutmeg,allspice,mediterranean cheese,tomato,,,
503,cinnamon,onion,nutmeg,allspice,mediterranean cheese,tomato sauce,,,
504,cinnamon,nutmeg,allspice,mediterranean cheese,tomato,tomato sauce,,,
505,cinnamon,onion,allspice,mediterranean cheese,tomato,tomato sauce,,,
506,cinnamon,onion,nutmeg,allspice,tomato,tomato sauce,,,
507,nutmeg,onion,allspice,eggplant,mediterranean cheese,garlic,,,
